Idx,Distance,MPF,RESP_Azi,RESP_Ele,POOA_1,POOA_2,POOA_3,RSSI_1,RSSI_2,RSSI_3,Gain_idx
22288,42.765640,0,-79.745132,32.045280,174.242988,-176.868801,8.229011,-35,-38,-49,6
22289,42.531315,0,-79.087685,30.926220,171.869869,-176.418348,11.557970,-35,-38,-50,6
22290,42.765837,0,-81.983246,31.373844,171.551256,-177.978454,8.888211,-35,-38,-50,6
22291,42.531280,0,-79.745132,31.597656,173.440962,-176.868801,9.800104,-35,-38,-50,6
22292,42.765538,0,-82.654686,31.821466,172.924589,-178.209174,8.492691,-35,-38,-49,6
22293,43.351543,0,-82.654686,31.821466,173.660695,-178.209174,8.580584,-35,-39,-50,6
22294,42.414165,0,-83.773743,33.160839,175.539415,-178.659627,4.878079,-35,-38,-50,6
22295,43.000058,0,-66.333916,30.478598,168.881497,-164.728538,10.668050,-35,-39,-50,6
22296,42.648526,0,-81.535622,27.345234,168.881497,-177.758721,25.511032,-35,-38,-50,6
22297,42.648484,0,-80.640381,32.937027,176.418348,-177.363201,6.207465,-35,-38,-49,6
22298,42.882804,0,-81.983246,31.150032,171.562243,-177.967467,9.580370,-35,-38,-50,6
22299,42.531165,0,-65.438675,27.569046,170.672323,-163.552965,25.840632,-35,-38,-50,6
22300,42.882771,0,-82.654686,31.821466,173.649709,-178.209174,8.580584,-35,-38,-49,6
22301,43.468777,0,-83.773743,30.926220,171.111789,-178.659627,10.228584,-35,-38,-49,6
22302,42.882757,0,-82.654686,30.926220,171.056856,-178.209174,10.733970,-35,-38,-50,6
22303,42.882900,0,-87.575043,31.373844,171.540269,-179.549547,9.327677,-35,-38,-50,6
22304,42.648391,0,-80.640381,31.150032,171.540269,-177.319254,10.294504,-35,-38,-50,6
22305,42.531175,0,-76.401947,32.045280,173.737602,-174.693442,8.256478,-35,-38,-49,6
22306,43.117345,0,-79.745132,31.150032,172.193976,-176.868801,10.486770,-35,-39,-50,6
22307,42.414230,0,-66.333916,28.464293,172.990509,-164.497818,24.412366,-35,-39,-50,6
22308,42.765604,0,-82.654686,30.478598,170.210883,-178.209174,11.492050,-35,-38,-50,6
22309,42.296805,0,-67.676788,30.702410,168.442030,-166.178777,9.338664,-35,-39,-50,6
22310,42.999985,0,-82.654686,31.150032,171.869869,-178.209174,9.909970,-35,-39,-49,6
22311,42.765656,0,-85.340424,30.702410,170.199896,-179.099094,11.140477,-35,-39,-50,6
22312,43.117336,0,-85.340424,32.713215,175.088961,-179.110080,5.800958,-35,-38,-49,6
22313,42.296911,0,-76.178131,32.489407,175.978881,-174.550615,8.042238,-35,-38,-49,6
22314,42.765580,0,-78.192436,33.160839,177.319254,-175.978881,6.701865,-35,-38,-49,6
22315,42.531357,0,-81.535622,32.489407,175.528428,-177.758721,7.987304,-35,-38,-50,6
22316,42.765747,0,-79.968941,31.373844,172.397229,-176.923734,9.327677,-35,-38,-49,6
22317,43.117075,0,-69.914902,27.121424,166.651204,-168.826563,24.533219,-35,-38,-50,6
22318,42.882977,0,-85.340424,32.489407,174.693442,-179.099094,7.339091,-35,-38,-50,6
22319,42.648584,0,-83.773743,30.478598,169.705496,-178.659627,10.733970,-35,-38,-50,6
22320,43.351568,0,-80.640381,30.926220,172.770775,-177.319254,12.008423,-35,-38,-50,6
22321,43.586099,0,87.575043,32.045280,172.463149,179.560533,7.152318,-35,-38,-50,6
22322,43.000124,0,-79.745132,32.489407,175.989868,-176.868801,8.042238,-35,-38,-50,6
22323,42.414186,0,-80.640381,31.597656,172.408216,-177.308267,8.503677,-35,-38,-49,6
22324,43.117080,0,-80.640381,31.150032,171.650136,-177.319254,9.690237,-35,-39,-50,6
22325,42.179744,0,-66.333916,27.792858,171.551256,-164.618671,25.390179,-35,-39,-49,6
22326,43.585985,0,-78.863876,31.373844,173.298135,-176.341441,10.360424,-35,-38,-50,6
22327,43.585991,0,-66.557732,28.240480,172.221442,-164.992218,24.500259,-35,-38,-50,6
22328,42.882766,0,-81.535622,31.821466,172.001709,-177.758721,7.536851,-35,-38,-50,6
22329,42.296865,0,-65.214859,28.016670,172.540056,-163.069552,25.500046,-35,-39,-50,6
22330,42.531258,0,-81.535622,31.373844,172.452162,-177.758721,9.338664,-35,-38,-49,6
22331,42.531416,0,-83.773743,30.926220,171.056856,-178.659627,10.239570,-35,-38,-50,6
22332,42.531182,0,-64.991051,31.597656,173.737602,-162.926725,10.283517,-35,-38,-49,6
22333,43.117083,0,-82.654686,32.045280,173.748589,-178.209174,8.437757,-35,-38,-50,6
22334,42.882902,0,-66.557732,31.373844,171.430403,-164.860378,8.910184,-35,-38,-49,6
22335,42.296870,0,-79.745132,32.045280,173.298135,-176.879788,7.558824,-35,-38,-50,6
22336,43.234269,0,-79.087685,31.597656,173.792535,-176.418348,9.800104,-35,-38,-50,6
22337,42.648412,0,-83.773743,27.121424,169.189123,-178.659627,26.642659,-35,-38,-50,6
22338,42.882894,0,-82.654686,31.597656,170.661336,-178.209174,6.668905,-35,-38,-50,6
22339,42.648590,0,-65.438675,31.821466,172.001709,-163.498032,7.602771,-35,-39,-50,6
22340,42.648587,0,-81.535622,31.821466,173.298135,-177.769707,8.492691,-35,-38,-50,6
22341,42.648581,0,-80.640381,31.373844,173.210242,-177.319254,10.360424,-35,-39,-50,6
22342,42.765726,0,-80.640381,31.373844,171.990722,-177.308267,9.327677,-35,-38,-50,6
22343,42.648329,0,-79.087685,32.045280,173.298135,-176.484268,7.987304,-35,-38,-50,6
22344,42.999973,0,-81.535622,30.926220,171.573229,-177.758721,10.668050,-35,-38,-50,6
22345,43.234452,0,-81.535622,32.265594,174.385815,-177.758721,7.405011,-35,-38,-50,6
22346,42.765704,0,-66.781540,27.345234,169.914243,-165.288858,26.203192,-35,-39,-50,6
22347,43.586011,0,-81.535622,30.478598,170.853603,-177.758721,11.876583,-35,-38,-50,6
22348,42.648259,0,-69.243469,27.345234,167.749870,-167.969604,24.709006,-35,-38,-50,6
22349,43.234318,0,-81.535622,30.926220,171.573229,-177.758721,10.668050,-35,-38,-50,6
22350,43.820213,0,-81.535622,31.373844,171.562243,-177.780694,9.327677,-34,-38,-49,6
22351,42.882725,0,-64.445511,28.688105,174.199042,-162.146672,24.297006,-35,-38,-50,6
22352,42.882784,0,-80.640381,32.045280,174.242988,-177.308267,8.437757,-35,-38,-49,6
22353,42.648370,0,-66.781540,30.926220,170.199896,-165.085604,9.316691,-35,-38,-50,6
22354,43.468778,0,-87.575043,31.821466,172.847682,-179.549547,8.437757,-35,-38,-50,6
22355,43.000022,0,-78.192436,31.373844,172.924589,-175.967895,9.789117,-35,-38,-50,6
22356,42.765732,0,-82.654686,31.597656,173.342082,-178.209174,9.789117,-35,-38,-50,6
22357,43.117150,0,-65.214859,28.016670,171.743522,-163.294778,25.142979,-35,-38,-50,6
22358,42.531350,0,-78.192436,31.821466,173.737602,-175.967895,9.020051,-35,-38,-49,6
22359,42.882834,0,-79.087685,32.265594,175.594348,-176.418348,8.888211,-35,-38,-50,6
22360,42.882807,0,-81.535622,28.464293,172.144536,-177.758721,23.599353,-35,-39,-50,6
22361,42.648473,0,-80.640381,31.821466,173.803522,-177.319254,8.877224,-35,-38,-50,6
22362,42.179746,0,-80.640381,27.345234,169.266030,-177.374187,25.280313,-35,-38,-49,6
22363,42.765626,0,-80.640381,31.373844,173.287149,-177.385174,10.470290,-35,-39,-49,6
22364,42.882745,0,-85.340424,30.702410,170.166936,-179.099094,10.733970,-35,-38,-49,6
22365,42.531202,0,-79.968941,32.045280,174.188055,-176.923734,8.492691,-35,-38,-49,6
22366,42.648560,0,-82.654686,31.597656,172.397229,-178.209174,8.492691,-35,-38,-50,6
22367,43.234536,0,83.773743,32.489407,173.737602,178.659627,5.811945,-35,-38,-49,6
22368,42.179661,0,-83.773743,32.045280,173.792535,-178.659627,7.547838,-35,-38,-49,6
22369,42.882948,0,-66.110107,26.897612,168.738670,-164.333018,27.038179,-35,-38,-49,6
22370,42.648396,0,-78.416252,31.821466,174.396802,-176.044801,9.349651,-35,-38,-50,6
22371,43.117307,0,-67.676788,27.345234,168.859523,-166.277657,24.862819,-35,-38,-49,6
22372,43.703171,0,-78.192436,31.597656,173.803522,-175.978881,9.778130,-35,-38,-50,6
22373,42.882799,0,-67.676788,27.569046,168.189337,-166.200751,23.203833,-35,-38,-50,6
22374,43.117337,0,77.521004,32.713215,172.463149,175.528428,3.131199,-35,-38,-50,6
22375,42.179833,0,69.914902,33.384651,170.232856,168.881497,-1.724906,-35,-38,-48,6
22376,42.413954,0,73.716209,28.911917,171.540269,172.430189,20.918607,-36,-39,-47,6
22377,42.296811,0,79.087685,32.045280,171.507309,176.484268,5.284585,-35,-38,-46,6
22378,43.820341,0,79.087685,32.489407,171.551256,176.462294,4.032105,-35,-38,-46,6
22379,43.468755,0,-63.997887,28.688105,173.287149,-161.421552,23.654286,-35,-38,-46,6
22380,43.351726,0,81.535622,32.265594,172.463149,177.769707,5.306558,-35,-38,-46,6
22381,42.765712,0,80.640381,32.265594,172.452162,177.308267,5.361492,-35,-38,-46,6
22382,42.765745,0,-65.886299,-32.265594,-174.671468,-163.937498,-7.569811,-35,-38,-47,6
22383,42.999916,0,78.863876,32.937027,173.649709,176.341441,3.570666,-35,-38,-47,6
22384,42.179684,0,75.730507,32.489407,170.529496,174.221015,3.131199,-35,-38,-47,6
22385,42.531146,0,75.282890,32.265594,169.782403,173.803522,2.680746,-35,-38,-47,6
22386,41.828225,0,75.059074,32.713215,171.639149,173.660695,2.241279,-35,-38,-47,6
22387,43.000118,0,79.087685,33.384651,174.199042,176.418348,2.219306,-35,-38,-47,6
22388,42.648389,0,-68.348221,28.688105,171.122776,-166.947844,21.423994,-36,-38,-47,6
22389,42.414149,0,75.282890,33.384651,172.847682,173.792535,1.340373,-35,-38,-47,6
22390,42.062450,0,75.059074,32.937027,171.990722,173.737602,1.779839,-35,-38,-48,6
22391,43.117183,0,74.163826,32.937027,171.315043,172.847682,0.889920,-36,-39,-48,6
22392,42.179743,0,73.492393,33.832275,173.111362,172.397229,-0.439467,-35,-38,-47,6
22393,42.648560,0,70.810150,33.160839,170.617389,169.760430,-0.439467,-35,-38,-48,6
22394,42.648431,0,71.257774,28.016670,167.969604,170.210883,21.187780,-36,-39,-48,6
22395,42.765763,0,73.492393,33.160839,171.496323,172.320322,0.889920,-35,-38,-48,6
22396,42.648460,0,71.481590,33.160839,170.897549,170.447096,0.000000,-35,-38,-48,6
22397,42.648462,0,73.940018,33.160839,171.551256,172.770775,0.900906,-35,-38,-48,6
22398,42.882759,0,-70.810150,28.240480,168.518937,-169.760430,20.962554,-35,-39,-48,6
22399,42.179743,0,73.716209,33.160839,171.573229,172.452162,0.439467,-35,-38,-47,6
22400,42.413980,0,71.705399,33.160839,171.122776,170.661336,0.000000,-35,-38,-47,6
22401,42.765769,0,72.597145,33.160839,171.056856,171.507309,0.450453,-35,-38,-47,6
22402,42.765759,0,-65.438675,33.384651,172.430189,-163.487045,0.000000,-35,-39,-48,6
22403,42.765600,0,75.059074,33.384651,172.902615,173.737602,0.834986,-35,-38,-48,6
22404,42.413933,0,74.611450,33.160839,171.705069,173.353069,0.450453,-35,-38,-48,6
22405,42.062383,0,71.705399,32.713215,169.760430,170.606403,0.834986,-35,-38,-48,6
22406,42.062515,0,76.849571,33.384651,173.210242,175.077975,0.889920,-35,-38,-47,6
22407,42.414147,0,73.716209,32.937027,171.111789,172.452162,1.340373,-35,-38,-48,6
22408,42.179656,0,75.059074,33.160839,173.111362,173.660695,1.724906,-35,-38,-48,6
22409,42.179600,0,70.810150,32.713215,169.749443,169.749443,0.450453,-35,-38,-47,6
22410,42.414103,0,76.401947,33.608463,173.792535,174.638508,0.900906,-35,-38,-48,6
22411,42.296916,0,-67.900604,28.911917,171.562243,-166.398511,20.962554,-36,-39,-48,6
22412,42.414152,0,-69.691093,29.135727,171.990722,-168.442030,19.567248,-35,-38,-48,6
22413,43.234426,0,72.820961,33.160839,171.320536,171.770989,0.000000,-35,-38,-47,6
22414,42.648672,0,72.597145,32.713215,169.771416,171.496323,0.889920,-35,-38,-48,6
22415,42.765770,0,73.492393,32.937027,170.979949,172.320322,0.889920,-35,-38,-48,6
22416,42.414141,0,76.401947,33.384651,173.353069,174.693442,1.340373,-35,-38,-48,6
22417,42.296805,0,77.521004,33.608463,173.891415,175.539415,1.093173,-35,-38,-48,6
22418,42.414075,0,79.745132,33.608463,173.792535,176.868801,0.450453,-35,-38,-47,6
22419,42.414233,0,70.810150,32.045280,167.541124,169.782403,2.230293,-35,-38,-47,6
22420,41.711037,0,75.954323,33.384651,173.495895,174.396802,1.340373,-35,-38,-47,6
22421,42.179853,0,74.611450,33.160839,171.540269,173.331095,0.889920,-35,-38,-47,6
22422,43.000072,0,-66.557732,28.911917,172.847682,-165.003204,21.259194,-35,-38,-47,6
22423,42.179718,0,76.849571,32.713215,171.562243,175.088961,2.175359,-35,-38,-47,6
22424,42.062518,0,75.282890,33.832275,173.825495,173.825495,0.000000,-35,-38,-47,6
22425,42.297043,0,74.835266,32.489407,170.210883,173.495895,2.680746,-35,-38,-47,6
22426,42.413895,0,74.835266,33.160839,172.100589,173.440962,1.329386,-36,-38,-47,6
22427,42.531391,0,76.401947,33.384651,172.452162,174.627522,0.000000,-36,-38,-48,6
22428,42.296916,0,73.044769,32.937027,171.199683,171.990722,1.329386,-35,-38,-48,6
22429,42.648415,0,75.730507,33.384651,172.902615,174.188055,0.900906,-35,-38,-47,6
22430,42.765714,0,74.163826,33.608463,172.891629,172.891629,0.000000,-36,-38,-47,6
22431,43.000142,0,79.087685,32.937027,173.056429,176.484268,3.131199,-35,-38,-47,6
22432,42.531333,0,77.073380,32.045280,170.298776,175.165868,4.867092,-35,-38,-47,6
22433,42.648524,0,73.492393,32.045280,168.420057,172.408216,2.230293,-35,-39,-48,6
22434,42.648543,0,76.849571,33.384651,173.287149,175.077975,1.790826,-35,-38,-48,6
22435,43.351568,0,75.730507,32.265594,168.848537,174.188055,1.790826,-35,-39,-48,6
22436,42.179833,0,76.401947,33.608463,173.803522,174.693442,0.450453,-35,-39,-49,6
22437,42.648561,0,75.730507,32.489407,171.056856,174.199042,2.680746,-35,-38,-49,6
22438,42.765762,0,75.282890,28.016670,169.266030,173.814508,22.066713,-35,-39,-49,6
22439,41.710883,0,75.730507,33.160839,171.946776,174.188055,0.977813,-35,-38,-49,6
22440,42.414002,0,76.401947,33.608463,173.803522,174.693442,0.450453,-35,-38,-49,6
22441,42.648454,0,75.282890,33.384651,172.902615,173.792535,0.889920,-35,-38,-49,6
22442,42.765608,0,74.163826,32.489407,171.056856,172.847682,2.680746,-35,-38,-49,6
22443,43.703180,0,77.521004,33.832275,174.627522,175.528428,0.900906,-35,-39,-49,6
22444,42.999966,0,73.268585,28.240480,169.266030,172.210456,21.358074,-35,-38,-48,6
22445,42.414189,0,73.492393,32.937027,171.430403,172.320322,1.340373,-35,-38,-49,6
22446,43.000075,0,71.481590,33.384651,172.397229,170.309763,0.900906,-35,-38,-49,6
22447,42.999945,0,72.149521,32.713215,170.650349,171.111789,1.790826,-35,-39,-49,6
22448,42.648604,0,74.163826,33.160839,171.990722,172.891629,1.340373,-35,-38,-49,6
22449,42.414103,0,74.163826,33.384651,172.089602,172.924589,0.450453,-35,-38,-49,6
22450,42.062539,0,74.611450,33.160839,172.012696,173.353069,1.340373,-35,-38,-49,6
22451,42.882834,0,75.730507,33.608463,173.748589,174.199042,0.450453,-35,-38,-48,6
22452,42.648542,0,71.033966,32.489407,168.299203,169.925230,0.889920,-35,-38,-49,6
22453,42.296959,0,74.611450,32.713215,170.661336,173.353069,1.790826,-35,-38,-49,6
22454,42.531312,0,76.401947,33.384651,173.353069,174.693442,1.340373,-35,-38,-49,6
22455,42.062383,0,74.611450,32.937027,171.122776,173.287149,1.428266,-35,-38,-49,6
22456,43.468761,0,75.730507,34.056087,174.638508,174.221015,-0.450453,-36,-39,-48,6
22457,42.999916,0,77.521004,34.056087,175.077975,175.528428,0.450453,-35,-38,-48,6
22458,42.296854,0,77.968628,33.608463,174.188055,175.726188,1.340373,-36,-38,-47,6
22459,42.882708,0,78.192436,32.045280,169.771416,175.967895,3.515732,-35,-38,-47,6
22460,42.414204,0,79.745132,33.832275,176.868801,176.912748,2.691733,-36,-38,-47,6
22461,42.882949,0,73.044769,32.045280,169.771416,171.858882,4.471572,-35,-38,-48,6
22462,42.531271,0,77.744812,32.713215,171.496323,175.583361,2.691733,-35,-38,-48,6
22463,42.179776,0,77.521004,32.489407,171.056856,175.528428,3.581652,-35,-38,-49,6
22464,42.999965,0,81.535622,32.713215,172.880642,177.802667,3.988159,-35,-39,-49,6
22465,42.414156,0,71.257774,32.489407,169.189123,170.090030,0.900906,-35,-39,-49,6
22466,42.414218,0,73.044769,32.937027,170.639363,171.990722,0.845973,-35,-38,-48,6
22467,42.414043,0,75.730507,33.384651,173.342082,174.188055,1.790826,-35,-38,-46,6
22468,42.999945,0,-67.229164,32.045280,171.957762,-165.728324,6.196478,-35,-38,-45,6
22469,42.414057,0,-74.611450,31.373844,174.693442,-173.298135,11.623890,-35,-38,-45,6
22470,42.882772,0,-76.178131,30.702410,172.001709,-174.550615,12.458876,-35,-38,-45,6
22471,42.648396,0,-73.716209,31.373844,175.077975,-172.463149,12.458876,-35,-37,-45,6
22472,44.171774,0,-78.416252,31.373844,173.737602,-176.033815,10.733970,-35,-38,-45,6
22473,42.648536,0,-76.401947,31.373844,173.880428,-174.715415,11.107517,-35,-38,-45,6
22474,42.882898,0,-74.163826,32.265594,176.868801,-172.902615,10.228584,-35,-37,-45,6
22475,43.234274,0,-78.192436,30.254786,169.331950,-175.978881,11.557970,-35,-38,-45,6
22476,42.765661,0,-79.745132,32.937027,176.484268,-176.868801,6.701865,-35,-38,-45,6
22477,42.882896,0,-79.087685,32.713215,176.429334,-176.418348,7.152318,-35,-38,-45,6
22478,43.820319,0,-77.521004,31.821466,174.638508,-175.517441,9.585864,-35,-37,-45,6
22479,42.765723,0,-79.745132,30.926220,171.957762,-176.868801,11.173437,-35,-37,-45,6
22480,43.351628,0,-78.192436,31.597656,174.177068,-175.989868,10.591144,-35,-37,-45,6
22481,43.468781,0,-78.192436,32.045280,174.671468,-175.967895,9.327677,-35,-37,-45,6
22482,42.765642,0,-79.087685,31.373844,172.847682,-176.484268,10.668050,-34,-37,-45,6
22483,42.648390,0,-77.744812,31.373844,173.298135,-175.572375,10.733970,-35,-37,-45,6
22484,43.117244,0,-75.282890,32.713215,177.231361,-173.748589,8.229011,-35,-38,-45,6
22485,43.234376,0,-77.521004,31.373844,173.331095,-175.528428,10.239570,-35,-37,-45,6
22486,43.117234,0,-78.192436,32.265594,175.528428,-175.967895,8.503677,-35,-38,-45,6
22487,43.351697,0,-79.745132,31.821466,173.737602,-176.868801,9.393597,-35,-38,-45,6
22488,43.234479,0,-79.745132,31.821466,173.737602,-176.879788,9.393597,-35,-37,-45,6
22489,42.882785,0,-78.192436,31.373844,172.847682,-175.978881,10.668050,-35,-38,-45,6
22490,42.882725,0,-78.863876,31.261938,172.397229,-176.341441,10.228584,-35,-38,-45,6
22491,42.765613,0,-76.849571,32.045280,175.528428,-175.088961,9.778130,-35,-38,-45,6
22492,42.765715,0,83.773743,31.373844,171.056856,178.648640,8.492691,-35,-38,-45,6
22493,42.648419,0,74.611450,32.713215,171.056856,173.287149,2.197333,-35,-38,-45,6
22494,42.296935,0,73.492393,34.727520,175.077975,172.320322,-2.757653,-35,-38,-47,6
22495,42.179747,0,69.243469,33.608463,170.650349,167.969604,-2.241279,-35,-38,-48,6
22496,42.531259,0,72.149521,32.489407,169.331950,171.122776,1.790826,-35,-39,-49,6
22497,42.531265,0,73.268585,32.713215,171.056856,172.100589,1.790826,-35,-39,-49,6
22498,42.648419,0,-69.914902,32.937027,169.529710,-168.815577,0.000000,-36,-38,-49,6
22499,42.648569,0,76.178131,33.608463,173.737602,174.550615,0.889920,-35,-39,-49,6
22500,43.820362,0,72.597145,33.384651,170.979949,171.430403,-0.889920,-35,-38,-49,6
22501,42.531226,0,76.401947,34.279900,175.528428,174.638508,-0.450453,-35,-38,-49,6
22502,43.234438,0,74.163826,32.937027,171.551256,172.847682,1.340373,-35,-38,-48,6
22503,42.765708,0,75.059074,32.713215,169.309977,173.737602,0.889920,-36,-39,-49,6
22504,42.531398,0,71.705399,32.713215,169.331950,170.672323,0.439467,-35,-38,-49,6
22505,42.765477,0,72.149521,34.503708,173.353069,171.111789,-3.581652,-35,-38,-48,6
22506,42.648488,0,72.149521,33.608463,171.320536,170.979949,-1.340373,-35,-38,-47,6
22507,42.531243,0,78.416252,33.160839,173.056429,176.033815,2.230293,-35,-38,-46,6
22508,43.703241,0,79.087685,33.384651,174.638508,176.418348,2.680746,-35,-38,-46,6
22509,42.179764,0,78.416252,32.713215,172.880642,176.033815,3.537706,-35,-38,-46,6
22510,43.351523,0,80.640381,32.937027,172.452162,177.319254,2.241279,-35,-38,-46,6
22511,42.296842,0,76.401947,32.045280,169.408856,174.682455,3.120212,-35,-38,-46,6
22512,42.062538,0,78.192436,32.937027,172.770775,175.890988,3.120212,-35,-38,-47,6
22513,42.531282,0,76.401947,32.489407,171.111789,174.627522,3.515732,-35,-38,-46,6
22514,43.351701,0,74.163826,33.384651,172.847682,172.902615,1.351360,-35,-38,-46,6
22515,42.414075,0,74.163826,33.160839,171.056856,172.880642,0.000000,-35,-38,-47,6
22516,42.531315,0,70.810150,33.832275,172.452162,169.771416,-1.340373,-35,-38,-48,6
22517,42.297040,0,64.445511,33.160839,168.738670,162.146672,-1.724906,-35,-38,-48,6
22518,42.882839,0,71.033966,28.464293,169.189123,169.859310,19.825434,-36,-39,-49,6
22519,43.937461,0,75.059074,34.056087,174.188055,173.660695,-0.527360,-35,-38,-49,6
22520,43.000035,0,69.579185,33.384651,170.210883,168.420057,-1.790826,-35,-38,-49,6
22521,43.000098,0,69.019661,32.489407,167.925657,167.925657,0.000000,-35,-38,-48,6
22522,43.117072,0,70.362526,28.911917,170.079043,169.189123,19.374981,-35,-38,-49,6
22523,43.585876,0,68.348221,32.937027,168.431043,167.101657,-1.329386,-35,-39,-49,6
22524,43.234362,0,70.586342,33.160839,170.298776,169.408856,-0.889920,-35,-38,-49,6
